"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","10395_5#20","17794_7#28","16399_6#70","19183_3#12","17794_8#129","17794_7#124","16399_5#32","15873_2#77","14520_5#88","14520_5#41","14520_4#31","14520_4#30","19183_3#94","19183_3#23","19183_3#19","17794_7#92","17794_7#24","17794_7#115","17794_7#114","17794_7#111","17428_8#180","17428_8#178","17428_8#158","17428_8#155","17428_8#112","16453_2#8","16399_7#51","16399_7#45","16399_7#38","16399_6#65","16399_6#36","16399_6#32","16399_6#28","16399_6#2","16399_6#14","16399_5#47","16399_5#40","16399_5#39","15873_5#75","15873_5#70","15873_4#79","15873_4#69","15873_2#28","15531_5#49","15531_4#80","15531_4#77","15531_4#49","15531_4#48","14520_7#92","14520_7#65","14520_7#62","14520_7#61","14520_7#26","14520_7#17","14520_7#15"
"group_8299","","FIG00648496  hypothetical protein",8,"","","","","","","",1,1,1,"1","","","","","","","","","","","","1","","","","1","","","","","1","","","","","","","","","","","","","","1","1","","","","1","","","1","","","","","","","","","","",""
"marR_2","","MarR family transcriptional regulator",8,"","","","","","","",1,1,1,"","","","","","","","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","1","","","","","1","1",""
"group_11563","mmsA","branch migration of Holliday junctions junction-specific DNA helicaseATP-dependent DNA helicase recG homolog",8,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","","1","1","","","","","1","1","","","","","","",""
"group_6529","rggD_2","putative transcriptional regulator",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","1","","1","1","1","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5169","","ABC transporter substrate-binding protein",8,"","","","","","","",1,1,1,"1","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","",""
"group_3991","galE_2","hypothetical protein",8,"","","","","","","",1,1,1,"1","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","",""
"group_5840","","regulatory protein",8,"","","","","","","",1,1,1,"1","","","","","","1","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","",""
"blpN","","blpN protein",8,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","","1","1","","","","","","","1"
"group_13993","ccpA_1","catabolite control protein",8,"","","","","","","",1,1,1,"1","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","",""
"cbpJ_2","","choline binding protein J",8,"","","","","","","",1,1,1,"","","","1","1","1","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cglD","","competence protein CglD",8,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_10178","","transcriptional regulator",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","1","","","","","","","","1","1","","1","","","","","","","","","","","","","","","","","1","","","","","","","1"
"group_9988","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","1","","","","","","","","1","1","","1","","","","","","","","","","","","","","","","","1","","","","","","","1"
"pfbA_2","","cell wall surface anchor family protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","",""
"group_12763","trxA_3","thioredoxin family protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_4387","Int-Tn_2","integrase",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","1","","1","","","","","","1","","","","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_16568","groEL","chaperone GroEL",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_15286","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_5410","","transposase",7,"","","","","","","",1,1,1,"","","","","","","","","1","","1","","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","","1","","","","","","","","","","","","","","","1"
"group_7904","","phage protein",7,"","","","","","","",1,1,1,"1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","1","","","","","1"
"group_9088","","phage protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","1","","","","","","1","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_8739","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_1124","","repetitive protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","","","1","1","","","","","","1","","","","","","",""
"group_6324","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","1","","","","","","1","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_6303","","CAAX amino terminal protease family protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","",""
"group_2221","ABC-NBD-truncation","ABC transporter permease",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_9983","","hypothetical protein",7,"","","","","","","",1,1,1,"1","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","1","","","","","1","","","","","","1","","",""
"group_115","","chlorohydrolase",7,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","1","1","1","","","1"
"group_14757","","conserved structural protein putative",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_3529","","phage protein",7,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","1","","","","","","","","","","","","","","","","","1","","","","","1","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","1"
"group_10420","","Phage gp6-like head-tail connector protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_7896","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","","","","","","1","1","","1","","","1","","","","","","","","","","","","","","","","","1","1","","","",""
"group_6360","","Carbohydrate-binding family V/XII",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_4096","yetF","putative membrane protein yetF",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","1","1","1","","1","1","","","","","","",""
"group_16249","","hypothetical protein",7,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","",""
"yqbO","","TMP repeat family",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"lytA_6","","autolysin",7,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","1","","","","1","","","","","","","","","1","","","","","","","",""
"group_4540","dltC","D-alanyl carrier protein DCP",7,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","",""
"group_914","","IS630-Spn1 transposase Orf1",7,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","","","1","1","","","","","","1","","","","","","","","","",""
"group_7442","","immunity protein BlpL",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","",""
"group_3569","cglB","competence protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_12705","adh","alcohol dehydrogenase",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_6531","comEA","competence protein",7,"","","","","","","",1,1,1,"","","","1","1","1","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_7906","","phosphoglycerate mutase family protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","",""
"group_9933","lafA","BlpM",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","","","","","","1","","","1","","","",""
"group_4974","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","",""
"group_10910","","permease",7,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","","1","1","","","","","","",""
"group_8488","","hypothetical protein",7,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","",""
"group_8523","paiA","acetyltransferase GNAT family",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_8518","ndk","nucleoside diphosphate kinase",7,"","","","","","","",1,1,1,"1","1","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","1","","","","","","","",""
"group_2633","","PTS system IIB component (galactitol/fructose specific)",7,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","1","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","",""
"group_4027","ygaZ","branched-chain amino acid permease",7,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","",""
"lysS","","lysyl-tRNA synthetase",7,"","","","","","","",1,1,1,"","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","1","","","","","","",""
"group_10547","macB_2","ABC transporter ATP-binding protein",7,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","1","1","1",""
"yhgF","","S1 RNA-binding domain-containing protein",7,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","1","1","1",""
"malX","","maltose/maltodextrin ABC transporter maltose/maltodextrin-binding protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","1","","","","","","1","","","","","1","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","",""
"ydfG","","3-oxoacyl-ACP reductase",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_5217","","alpha/beta hydrolase related protein",7,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","1","1","1",""
"malG","","maltodextrin ABC transporter permease",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","1","","","","","","1","","","","","1","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","",""
"group_1551","","Tn5253 CAAX amino terminal protease family",6,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","1","","","1","","","","","","1","1","","","","","","","","","","","","","","",""
"group_4571","trcF_2","transcription-repair coupling factor",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","",""
"group_6311","","hypothetical protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","1","","","1","1","","","","1","","","","","","","","","","","","","","","","",""
"group_11517","","DNA-damage-inducible protein D",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_9690","","phage protein",6,"","","","","","","",1,1,1,"","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_18984","","hypothetical protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","1","","","","","","1","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"group_9418","","hypothetical protein",6,"","","","","","","",1,1,1,"1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","1","","","","",""
"group_8886","","phage protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_830","phtD_1","IS1380-Spn1 transposase",6,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","1","","","1","","",""
"group_543","","PblB putative",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","",""
"group_11430","speE","spermidine synthase",6,"","","","","","","",1,1,1,"","","","","","","","1","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","1","","","","","","1","","","","","","","",""
"group_6971","blpO_2","bacteriocin BlpO",6,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","1","","","","","","","1","1","","1","","","","","","","","","","","","","","","",""
"group_8546","","recombination regulator RecX",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","1"
"group_27012","","IS630-Spn1 transposase Orf1",6,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"group_9403","","phage protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_27020","","IS630-Spn1 transposase Orf1",6,"","","","","","","",1,1,1,"","","","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","1","","","","","","","","","1","","","","",""
"group_19638","","Phage protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_6173","clpE","ATP-dependent Clp protease ATP-binding subunit",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","1","","","","","","","","1","","","","","","","","1","","","","","","","1"
"group_16244","","hypothetical protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_8454","","Lj965 prophage protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_9642","","hypothetical protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_14783","","Lj965 prophage major tail protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_14853","","chlorohydrolase",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","",""
"group_2026","","protein LacX plasmid",6,"","","","","","","",1,1,1,"","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","1","","","","",""
"group_6022","","prophage Sa05 P4 family DNA primase",6,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","1","","","","1","1","","","",""
"group_790","transposase_C","transposase",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","1","1","","","","1","","","","","","1","","","",""
"group_18425","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","1","","","","","","","1","","","","","","1","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"group_5046","","phage protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_822","gmuC_1","IS1380-Spn1 transposase",6,"","","","","","","",1,1,1,"","","","","1","1","","","","","","","1","","","1","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"group_61","IS1167-truncation","transposase",6,"","","","","","","",1,1,1,"","","","","1","1","","","","","","","1","","","1","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"group_8841","","prophage protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_16223","","transcription regulator",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","1","1","","","","1","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"group_4868","","phage protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_4095","yetF","hypothetical protein",6,"","","","","","","",1,1,1,"1","","","","","","","","","","","","1","","","","","","","","","","","","","","1","1","","","1","","1","","","","","","","","","","","","","","","","","","","","","",""
"group_16867","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","1","","","","","","","1","","","","","","1","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_10987","mepA","multi antimicrobial extrusion (MATE) family transporter",6,"","","","","","","",1,1,1,"","","","1","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","1","","","","1","","","","","","","","","","","","","","1","","",""
"group_8478","yfnA","amino acid permease family protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"group_593","phtA","pneumococcal histidine triad protein A precursor",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","1","","","","","","","1","","","","","","",""
"group_2073","nusG","competence-specific global transcription modulator",6,"","","","","","","",1,1,1,"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","1","1","","","","","","","","","","","","","","","","",""
"group_3048","","phage protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","1","","1","","","",""
"group_14981","saeS","histidine kinase",6,"","","","","","","",1,1,1,"1","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","1",""
"group_483","","Uncharacterized conserved protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","1","","","","","","","","1","","","1","",""
"group_8861","hexA","DNA mismatch repair protein MutS",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","1","","","","","","","","1","","","1","",""
"group_3893","Int-Tn_2","DNA-binding protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","",""
"pblB","","PblB",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","1","1","","","","","","","","1","","","","","","","","","","","","","","","","1",""
"group_17366","ilvA","threonine dehydratase",6,"","","","","","","",1,1,1,"","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1",""
"group_2627","mutR","transcriptional regulator",6,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","",""
"group_7823","cmtB","transcriptional regulator BglG family",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","1","","","","","","1","","","","","1","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","",""
"group_7812","dinP","DNA polymerase IV",6,"","","","","","","",1,1,1,"","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1",""
"group_1021","","IS1239 transposase",6,"","","","","","","",1,1,1,"","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","","1"
"group_4704","","mutT/nudix family protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","1","1","","","","","1","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","1","","","",""
"artM_3","","ABC transporter ATP-binding protein",6,"","","","","","","",1,1,1,"","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1",""
"group_14067","ilvC","ketol-acid reductoisomerase",6,"","","","","","","",1,1,1,"","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1",""
"group_7309","","putative metal-dependent membrane protease",6,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","",""
"group_11165","","YitT family protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","1","","","","","","1","","","","","1","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","",""
"group_12512","","ABC transporter ATP-binding protein",6,"","","","","","","",1,1,1,"1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","",""
"malF","","maltodextrin ABC transporter permease",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","",""
"group_5420","","transporter major facilitator family protein",6,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","",""
"metP","","ABC transporter permease",6,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","",""
"ugd","","UDP-glucose 6-dehydrogenase",6,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","",""
"dapE","","deacylase",6,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","",""
"group_9676","","phage protein",5,"","","","","","","",1,1,1,"","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_139","glf_2","chlorohydrolase",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","1","","","","","","",""
"group_9987","","hypothetical protein",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","1","","","","","","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"group_18304","","Cro-like protein",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_10422","","Phage gp6-like head-tail connector protein",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","1","","","","","","",""
"group_16220","","DNA primase phage associated",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"group_14769","","conserved structural protein putative",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","1","","","","","","",""
"group_12473","niaR","transcriptional regulator",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","1","","","","","","",""
"group_6869","hin","site-specific recombinase/resolvase",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3835","gspA_2","glycosyltransferase",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","1","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_18683","","phage protein",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","1","","","","","","",""
"group_9929","lafA","BlpM",5,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","","","","","","","",""
"group_20496","","phage protein",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"group_10683","","phage protein",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","1","","","","","","",""
