"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","14673_2#92","11826_1#61","11822_1#67","11822_1#64","11822_1#62","11822_1#61","11657_2#78","11657_2#72","11511_7#72","11511_7#44","11511_7#41","14673_1#46","13154_3#77","11893_8#14","11822_1#55","11657_2#9","11657_2#84","14673_4#28","14673_4#11","13154_3#70","12291_5#46","13154_3#46","13154_3#91"
"group_5927","pepF1_1","oligoendopeptidase F",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"pepQ","","X-Pro dipeptidase",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"group_8511","","SpeK",11,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","1"
"group_9372","murZ","acetyltransferase",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"hemK","","protein-(glutamine-N5) methyltransferase release factor-specific",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"tag","","DNA-3-methyladenine glycosylase I",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"ypmB","","peptidase propeptide and ypeb domain-containing protein",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"group_11872","","FIG01116978  hypothetical protein",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"yghU","","putative S-transferase",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"dnaJ","","dnaJ protein Heat-shock protein (activation of DnaK)",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"group_8115","","flavoprotein",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"group_7030","","membrane protein",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"pepT","","peptidase T",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"group_7722","","caax amino protease family protein",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"group_4111","","MccC family protein",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"group_428","IS1381-truncation","transposase-like protein IS1381 ISSpn7",11,"","","","","","","",1,1,1,"1","","","","1","","1","1","1","","1","","","1","","1","","","","1","1","","1"
"pepP","","aminopeptidase P",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"group_13439","","major facilitator superfamily transporter-efflux",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"hit","","protein hit",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"group_11602","","NIF3 (NGG1p interacting factor 3) family protein",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"bcgIB","","type II restriction endonuclease",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"ribE","","riboflavin synthase subunit alpha",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"group_14326","","ferredoxin",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"ribA","","34-dihydroxy-2-butanone 4-phosphate synthase",11,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"group_13983","","membrane protein",11,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","1"
"group_935","","IS630-Spn1 transposase Orf2",10,"","","","","","","",1,1,1,"","1","","","","1","","1","","","","1","","1","","1","","","","1","1","1","1"
"group_26981","","IS630-Spn1 transposase Orf1",10,"","","","","","","",1,1,1,"","1","","","","1","","1","","","","1","","1","","1","","","","1","1","1","1"
"group_9065","","cell wall surface anchor family protein",10,"","","","","","","",1,1,1,"1","","1","","","","1","","","","1","1","","1","","1","","1","","","1","","1"
"group_1130","","transposase",10,"","","","","","","",1,1,1,"","","1","1","1","","","1","1","1","","","","","1","","","","1","1","","1",""
"group_1051","","IS1239 transposase",10,"","","","","","","",1,1,1,"1","","1","","","","1","1","1","","1","","1","","1","","","","","1","","","1"
"group_7186","malX","maltose/maltodextrin ABC transporter maltose/maltodextrin-binding protein",10,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","1","1","","","","","","","","","","","",""
"group_17594","","polysaccharide polymerase Cps19aI",10,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","","","1","1","1","1","1","1","1"
"mnaA","","UDP-N-acetylglucosamine 2-epimerase",10,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","","","1","1","1","1","1","1","1"
"tagA","","UDP-N-acetyl-D-mannosamine transferase",10,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","","","1","1","1","1","1","1","1"
"group_15879","","flippase Wzx",10,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","","","1","1","1","1","1","1","1"
"group_1866","pezT","signal recognition particle GTPase",10,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","","1","1","1","1","1","1","","1"
"cpsH","","putative rhamnosyl transferase wchQ",10,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","","","1","1","1","1","1","1","1"
"group_13825","cap5A","capsular polysaccharide biosynthesis protein Cap5A",10,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","","","1","1","1","1","1","1","1"
"cpsG","","putative LicD-family phosphotransferase wchP",10,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","","","1","1","1","1","1","1","1"
"group_4308","wzg","capsular polysaccharide biosynthesis protein Cps14A",10,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","1","1","1","1","","1","","1","1"
"group_13252","wze","tyrosine-protein kinase Wze",10,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","","","1","1","1","1","1","1","1"
"group_5844","","regulatory protein",10,"","","","","","","",1,1,1,"1","1","1","","1","1","1","1","1","1","1","","","","","","","","","","","",""
"group_5256","xlyA","bacteriocin putative",10,"","","","","","","",1,1,1,"","","","1","","1","1","1","","","","","1","","1","","","1","1","","","1","1"
"group_8647","lacC-2","tagatose-6-phosphate kinase",10,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","1","","1","1","1","","1","1","1"
"group_13673","yjjP","membrane spanning protein",10,"","","","","","","",1,1,1,"1","","1","1","1","1","1","1","1","","","","","","","","","","","1","","1",""
"ftsH_2","","competence-specific global transcription modulator",10,"","","","","","","",1,1,1,"","","1","","1","1","","1","1","","1","","1","1","","","","1","","","","","1"
"group_629","xerC_2","toxin-antitoxin system antitoxin componentAbrB family",10,"","","","","","","",1,1,1,"","1","","1","","","1","","1","","","","1","","1","","1","1","1","","","","1"
"group_2028","","protein LacX plasmid",10,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","1","","1","1","1","","1","1","1"
"group_4709","","mutT/nudix family protein",10,"","","","","","","",1,1,1,"1","","","","","1","","","","","","1","1","1","","1","1","","1","","1","1",""
"rmlD","","dTDP-4-keto-L-rhamnose reductase",10,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","","","1","1","1","1","1","1","1"
"group_47","IS1167-truncation","transposase",10,"","","","","","","",1,1,1,"1","1","1","1","1","","1","","","","","","","1","1","","","1","","","","","1"
"group_14719","lacA","galactose-6-phosphate isomerase subunit LacA",10,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","1","","1","1","1","","1","1","1"
"lacD","","tagatose 16-diphosphate aldolase",10,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","1","","1","1","1","","1","1","1"
"group_8994","","hypothetical protein",10,"","","","","","","",1,1,1,"","","1","","1","","1","","1","1","","1","","1","","1","1","","","","","1",""
"yccU","","CoA-binding protein",10,"","","","","","","",1,1,1,"","1","1","","","","","1","","","","","1","1","1","1","","","1","1","1","",""
"group_18582","","hypothetical protein",9,"","","","","","","",1,1,1,"1","1","1","","","1","1","1","1","1","1","","","","","","","","","","","",""
"group_3753","","prophage ps3 protein 13",9,"","","","","","","",1,1,1,"1","1","1","1","","","1","1","","1","","","","","1","1","","","","","","",""
"group_7316","Int-Tn_2","phage integrase  site-specific recombinase",9,"","","","","","","",1,1,1,"1","1","1","1","","","1","1","","1","","","","","1","1","","","","","","",""
"group_1040","","transposase-like protein IS1239",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","1","","1","","1","","1","1","1","1","","1","1",""
"group_13281","","collagen adhesion protein family protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","1","1","1","1","","1","","1",""
"group_11259","","bifunctional S24 family peptidase/transcriptional regulator",9,"","","","","","","",1,1,1,"1","1","1","1","","","1","1","","1","","","","","1","1","","","","","","",""
"group_8564","cmpC","ABC transporter ATPase",9,"","","","","","","",1,1,1,"1","","","","","","1","","","1","1","1","1","","1","","1","","","1","","",""
"group_294","IS861-truncation","transposase InsK for insertion sequence",9,"","","","","","","",1,1,1,"1","","","","1","1","","","","1","","","1","","1","","1","","1","1","","",""
"group_1102","lytA_6","lytic amidase (N-acetylmuramoyl-L-alanine amidase)",9,"","","","","","","",1,1,1,"","1","1","","","","","1","","","","","1","1","1","","","","1","1","1","",""
"group_13754","","hypothetical protein",9,"","","","","","","",1,1,1,"1","1","","","","1","1","1","","1","1","","","","1","1","","","","","","",""
"group_15629","ugpA_2","ABC transporter permease",9,"","","","","","","",1,1,1,"1","1","","1","","","","","","1","","","","1","1","","","","1","","1","1",""
"group_1795","lagD_1","competence factor transporting ATP-binding protein/permease ComA",9,"","","","","","","",1,1,1,"1","1","1","1","","1","","1","1","1","","","","1","","","","","","","","",""
"group_4064","comA","competence factor transporting ATP-binding protein/permease ComA",9,"","","","","","","",1,1,1,"1","1","","","1","","","","1","","1","","","1","","","","","","1","1","","1"
"group_6398","","surface anchored protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","","1","","","","","","1","","","","1","1","","","","1","","1","1",""
"group_11586","","integral membrane protein",9,"","","","","","","",1,1,1,"1","","1","","1","","1","","","1","","1","1","","","","","","","1","","1",""
"group_8560","","ABC transporter periplasmic",9,"","","","","","","",1,1,1,"1","","","","","","1","","","1","1","1","1","","1","","1","","","1","","",""
"group_4186","comB","competence factor transport protein ComB",9,"","","","","","","",1,1,1,"1","1","","","1","","","","1","","1","","","1","","","","","","1","1","","1"
"group_13762","glnR","transcriptional repressor of the glutamine synthetase gene",9,"","","","","","","",1,1,1,"1","","1","1","1","","1","1","1","1","1","","","","","","","","","","","",""
"group_1790","lcnD","BlpC ABC transporter",9,"","","","","","","",1,1,1,"1","1","1","1","","1","","1","1","1","","","","1","","","","","","","","",""
"group_4073","bglA","6-phospho-beta-glucosidase AscB",9,"","","","","","","",1,1,1,"","1","","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"group_2543","strH_2","endo-beta-N-acetylglucosaminidase",9,"","","","","","","",1,1,1,"1","","1","1","1","","1","1","1","1","1","","","","","","","","","","","",""
"group_5335","argG","argininosuccinate synthase",9,"","","","","","","",1,1,1,"","1","","","1","1","","","1","","1","1","","","","1","","","","1","1","",""
"group_17366","ilvA","threonine dehydratase",9,"","","","","","","",1,1,1,"","","1","","","1","","","","","1","1","","1","","1","1","","","","1","","1"
"group_815","","repair protein",9,"","","","","","","",1,1,1,"","1","1","","","","","1","","","","","1","1","1","","","","1","1","1","",""
"group_15582","rex","DNA-binding protein",9,"","","","","","","",1,1,1,"","1","","1","","1","","","","","","1","","1","1","","1","1","1","","","",""
"group_490","xerC_1","integrase/recombinase phage integrase family",9,"","","","","","","",1,1,1,"1","1","1","1","1","","1","1","1","1","","","","","","","","","","","","",""
"group_7823","cmtB","transcriptional regulator BglG family",9,"","","","","","","",1,1,1,"1","","1","","1","","1","","","1","","1","1","","","","","","","1","","1",""
"group_4430","clpC_1","Group II intron maturase",9,"","","","","","","",1,1,1,"1","1","1","","","1","1","1","1","1","1","","","","","","","","","","","",""
"group_12996","yhfQ","iron ABC transporter substrate-binding protein",9,"","","","","","","",1,1,1,"","1","1","1","","1","1","1","1","1","1","","","","","","","","","","","",""
"group_10938","","phage-like protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","","1","1","1","","","1","1","1","1"
"group_915","","IS630-Spn1 transposase Orf2",9,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","1","1","1","1","1","1","","","1","1"
"group_497","hsdS_1","type I restriction-modification system S protein",9,"","","","","","","",1,1,1,"1","1","1","1","1","","1","1","1","1","","","","","","","","","","","","",""
"group_5141","ptsG_1","PTS system transporter subunit IIBC",9,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","1","1","1","","","1","","1","1"
"group_9357","","membrane protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","1","1","1","","","1","","1","1"
"group_9792","","putative transcriptional regulator",9,"","","","","","","",1,1,1,"","1","1","1","","1","1","1","1","1","1","","","","","","","","","","","",""
"group_177","glf_2","chlorohydrolase",9,"","","","","","","",1,1,1,"","","","","","","1","","","","","","1","1","1","","1","1","1","","1","1",""
"yhbU_1","","U32 family peptidase",9,"","","","","","","",1,1,1,"","","1","","1","","1","","1","","","1","","1","","1","1","","","","","1",""
"atpF","","proton-translocating ATPase F0 sector subunit b",9,"","","","","","","",1,1,1,"1","","","1","1","1","","1","","","1","","","1","","1","","1","","","","",""
"lacZ","","beta-galactosidase",9,"","","","","","","",1,1,1,"1","","","","1","","","1","1","","1","1","","","","1","","","","1","","","1"
"treR","","trehalose operon repressor",9,"","","","","","","",1,1,1,"1","","","","","","1","","","1","1","1","1","","1","","1","","","1","","",""
"group_9335","","fibronectin-binding protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","1","1","","1","","1","","1",""
"group_4049","","ABC transporter ATP-binding protein",8,"","","","","","","",1,1,1,"1","1","1","","","1","","","","1","","","1","","","1","","","","","","1",""
"group_496","hsdS_1","type I restriction enzyme",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","1","1","","1","1","1","1","1","",""
"group_2998","ssuB","multidrug ABC transporter ATPase",8,"","","","","","","",1,1,1,"","","1","","1","","1","","1","","","","","1","","1","1","","","","","1",""
"group_3449","rr06-1","membrane protein",8,"","","","","","","",1,1,1,"1","1","","","","","","","","1","","","","1","1","","","","1","","1","1",""
"group_909","","IS630-Spn1 transposase Orf2",8,"","","","","","","",1,1,1,"1","","","1","1","1","1","1","","1","1","","","","","","","","","","","",""
"group_4055","comA","competence factor transporting ATP-binding protein/permease ComA",8,"","","","","","","",1,1,1,"","","","","","","1","1","","","","1","1","","","1","","1","1","","","1",""
"group_8048","","SAP domain-containing protein",8,"","","","","","","",1,1,1,"1","","1","","","1","","","","","","","","","","1","1","","1","1","","1",""
"group_9707","purL","phosphoribosylformylglycinamidine synthase II (FGAM synthetase)",8,"","","","","","","",1,1,1,"1","1","","","1","","","","","","1","","","1","","","","","","1","1","","1"
"group_300","IS861-truncation_2","IS3-Spn1 transposase",8,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","1","1","","","1","1","1","","1","1"
"group_941","xerD","IS630-Spn1 transposase Orf2",8,"","","","","","","",1,1,1,"","1","","","","","","","","1","1","1","","1","","","","","","","1","1","1"
"group_8964","lipO","extracellular solute-binding protein",8,"","","","","","","",1,1,1,"1","1","","","","","","","","1","","","","1","1","","","","1","","1","1",""
"group_12582","","ATPase",8,"","","","","","","",1,1,1,"","","","","","","","","","1","1","","1","","","1","1","1","1","","","","1"
"group_2293","","PTS system transporter subunit IIA",8,"","","","","","","",1,1,1,"1","","","","","","","1","1","","1","1","","","","1","","","","1","","","1"
"group_12202","","rhodanese-related sulfurtransferase",8,"","","","","","","",1,1,1,"1","1","","","","","","","","1","","","","1","1","","","","1","","1","1",""
"group_4642","artQ_2","amino acid ABC transporter permease",8,"","","","","","","",1,1,1,"","","1","1","1","","1","1","1","","","","","","1","","","","","1","","",""
"group_486","IS1381-truncation","transposase-like protein IS1381 ISSpn7",8,"","","","","","","",1,1,1,"","","1","","","1","1","","","","","1","","","","","","1","","1","","1","1"
"group_14996","","flavodoxin",8,"","","","","","","",1,1,1,"1","","1","","","1","","","","","","","","","","1","1","","1","1","","1",""
"group_5260","xlyA","LysM domain protein",8,"","","","","","","",1,1,1,"","","","","1","1","","","1","","1","1","","","","1","","","","1","1","",""
"group_4820","macB_6","ABC transporter ATP-binding protein",8,"","","","","","","",1,1,1,"","","1","","1","1","","","1","","","1","","","","1","","","","1","1","",""
"group_965","xerD","IS630-Spn1 transposase Orf1",8,"","","","","","","",1,1,1,"1","","1","1","1","","1","1","1","","","","","","","","","","1","","","",""
"group_42","IS1167-truncation","transposase",8,"","","","","","","",1,1,1,"1","","1","1","1","","","1","","1","","","","","","","","1","","","","1",""
"group_5357","","adenylosuccinate lyase",8,"","","","","","","",1,1,1,"","1","","","","","","1","","","","","1","1","1","","","","1","1","1","",""
"group_4396","","Protein of unknown function (DUF2812)",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","1","1","","1","1","1","1","1","",""
"group_782","transposase_C","transposase",8,"","","","","","","",1,1,1,"1","","1","","","1","","","","","","","","","","1","1","","1","1","","1",""
"group_14983","saeS","histidine kinase",8,"","","","","","","",1,1,1,"1","1","","","","","","","","1","","","","1","1","","","","1","","1","1",""
"gdhA","","glutamate dehydrogenase",8,"","","","","","","",1,1,1,"1","","1","","","1","","","","","","","","","","1","1","","1","1","","1",""
"aqpZ","","aquaporin Z",8,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","","","1","","","","","","","","","","","",""
"pcrA_2","","transposase",8,"","","","","","","",1,1,1,"1","","","","1","","1","1","1","","1","","","","","","","","","1","1","",""
"group_2633","","PTS system IIB component (galactitol/fructose specific)",8,"","","","","","","",1,1,1,"1","","","","","","","1","1","","1","1","","","","1","","","","1","","","1"
"luxS","","S-ribosylhomocysteinase",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","1","1","","1","1","","1","","1","1"
"resA","","thioredoxin",8,"","","","","","","",1,1,1,"","1","1","1","","","1","1","1","","1","","","","","","","","","1","","",""
"group_13394","dnaQ","DNA polymerase III subunit epsilon",8,"","","","","","","",1,1,1,"","1","1","1","","","1","1","1","","1","","","","","","","","","1","","",""
"dsbD_2","","cytochrome c-type biogenesis protein CcdA",8,"","","","","","","",1,1,1,"","1","1","1","","","1","1","1","","1","","","","","","","","","1","","",""
"radA","","DNA repair protein",8,"","","","","","","",1,1,1,"","1","","","","","","1","","","","","1","1","1","","","","1","1","1","",""
"rpsD","","surface anchored protein",8,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","","","","","","","","1","","","","1","1","","","","1","","1","1",""
"mmsA","","branch migration of Holliday junctions junction-specific DNA helicaseATP-dependent DNA helicase recG homolog",8,"","","","","","","",1,1,1,"","1","","","","","","","","","","","1","1","1","1","1","1","","","","1",""
"group_420","IS1381-truncation","Uncharacterized conserved protein",8,"","","","","","","",1,1,1,"1","","1","1","","","","","","1","","","1","1","1","","","","1","","","",""
"group_1962","","transposase",7,"","","","","","","",1,1,1,"","","","","","","1","","","","","","1","1","1","","1","1","","","1","",""
"group_14710","","galactose-6-phosphate isomerase subunit LacB",7,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","1","1","1","1","","","","1","","1"
"group_11131","manX","PTS system sugar-specific transporter subunit EII",7,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","1","1","1","1","","","","1","","1"
"group_10478","sorB","N-acetylgalactosamine-specific phosphotransferase EIIB",7,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","1","1","1","1","","","","1","","1"
"group_8710","ugl","glucuronyl hydrolase",7,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","1","1","1","1","","","","1","","1"
"group_5322","","transporter major facilitator family protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","1","1","1","1","1","","1","",""
"group_2641","lepA","PTS system galactose-specific transporter subunit IIB",7,"","","","","","","",1,1,1,"","","","","","","","","","1","","1","1","","1","","1","1","","","1","",""
"group_1961","","transposase",7,"","","","","","","",1,1,1,"","","","","1","","","1","1","","1","1","","","","","","","","1","","","1"
"group_13675","yjjP","membrane spanning protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","1","","1","1","1","1","","1","",""
"group_10525","","membrane protein",7,"","","","","","","",1,1,1,"1","","1","1","","","1","1","","1","1","","","","","","","","","","","",""
"group_5252","xlyA","bacteriocin putative",7,"","","","","","","",1,1,1,"","","","","1","","","","1","","1","1","","","","1","","","","1","1","",""
"group_7995","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","1","1","1","1","1","","1","",""
"group_15956","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","1","1","1","1","1","","1","",""
"group_663","transposase_D","transposase family protein",7,"","","","","","","",1,1,1,"","1","","","1","","1","1","1","1","1","","","","","","","","","","","",""
"group_9366","","integral membrane protein",7,"","","","","","","",1,1,1,"1","1","1","1","1","","","1","","","1","","","","","","","","","","","",""
"group_16111","","chlorohydrolase",7,"","","","","","","",1,1,1,"1","1","1","1","","1","","","","1","","","","","","1","","","","","","",""
"group_10399","","DRTGG domain/CBS domain-containing protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","1","1","","","1","1","1","1","",""
"group_385","wefE","transposase",7,"","","","","","","",1,1,1,"","","","","","1","","","","","","1","","","","","1","1","1","1","1","",""
"group_4182","comB","competence factor transport protein ComB",7,"","","","","","","",1,1,1,"","","1","1","","1","","","1","1","","","","","1","","1","","","","","",""
"group_11314","","membrane protein",7,"","","","","","","",1,1,1,"","1","","","","","","","","","","","1","1","1","1","","1","","","","","1"
"group_954","transposase_B","IS630-Spn1 transposase Orf1",7,"","","","","","","",1,1,1,"","1","","1","","1","1","1","1","","1","","","","","","","","","","","",""
"hrsA","","PTS system transporter subunit IIA",7,"","","","","","","",1,1,1,"1","","","","1","1","","","","","","1","1","","","","1","","1","","","",""
"hemH","","protoheme ferro-lyase",7,"","","","","","","",1,1,1,"1","1","1","1","1","1","","","1","","","","","","","","","","","","","",""
"group_11955","phtE","pneumococcal histidine triad protein E (Bvh-3)",7,"","","","","","","",1,1,1,"1","1","1","1","1","1","","","1","","","","","","","","","","","","","",""
"yheI_2","","ABC transporter ATP-binding protein/permease",7,"","","","","","","",1,1,1,"","","1","","1","","","","1","","","1","","1","","1","","","","","1","",""
"group_12233","","daunorubicin resistance transmembrane protein",6,"","","","","","","",1,1,1,"1","","","","","1","1","","1","","1","1","","","","","","","","","","",""
"group_4476","zmpD","zinc metalloprotease ZmpD",6,"","","","","","","",1,1,1,"1","","","","","","1","","","","","","","1","","","","1","","","1","","1"
"group_6969","blpO_2","bacteriocin BlpO",6,"","","","","","","",1,1,1,"","","","","","","1","1","","","","1","","","","","","1","1","","","1",""
"group_9559","pepT","peptidase T",6,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","","","1","","1","","1","","1",""
"group_1175","","degenerate transposase",6,"","","","","","","",1,1,1,"","","","","","","1","","","","1","1","","","","1","","","","","1","","1"
"group_7862","glpK","glycerol kinase",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","1","1","1","1","","","1","",""
"group_966","","IS630-Spn1 transposase Orf1",6,"","","","","","","",1,1,1,"","","","1","","","","","","1","1","","1","","","","1","","1","","","",""
"group_7840","ylbL","ATP-dependent protease La",6,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","","","","1","1","","1","",""
"group_13729","ybhL","membrane protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","1","1","1","","","","1","1","","1","",""
"group_3205","lytA_1","choline binding protein F",6,"","","","","","","",1,1,1,"","1","","1","","","1","1","1","","1","","","","","","","","","","","",""
"group_471","IS1381-truncation","mobile genetic element",6,"","","","","","","",1,1,1,"","1","","1","","","","1","","","1","1","","","","","","","","1","","",""
"group_477","","degenerate transposase",6,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","1","","","1","1","1","","1","",""
"group_2989","","radical SAM family protein",6,"","","","","","","",1,1,1,"1","1","1","1","","","","","","1","","","","","","1","","","","","","",""
"group_6776","mtlA","PTS system mannitol-specific transporter subunit EIIBC",6,"","","","","","","",1,1,1,"","1","","1","","","1","1","1","","1","","","","","","","","","","","",""
"group_4063","comA","competence factor transporting ATP-binding protein/permease ComA",6,"","","","","","","",1,1,1,"","","1","1","","1","","","","1","","","","","1","","1","","","","","",""
"group_16374","gapA","glyceraldehyde-3-phosphate dehydrogenase",6,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","1","1","1","","1","","","","","1"
"group_7392","lacE_2","PTS system lactose-specific IIBC",6,"","","","","","","",1,1,1,"","","","","1","","","","","1","1","","","1","","","","","1","","1","",""
"group_6643","","surface anchored protein",6,"","","","","","","",1,1,1,"","1","1","","","","1","1","1","","1","","","","","","","","","","","",""
"group_11000","degA_1","transcriptional regulator",6,"","","","","","","",1,1,1,"","1","","","","","","","","1","1","","1","","1","","","","","","","","1"
"group_4976","","hypothetical protein",6,"","","","","","","",1,1,1,"","1","","1","","","","","","","","","","","1","","","","1","","1","","1"
"yjjP","","membrane spanning protein",6,"","","","","","","",1,1,1,"","1","","","","","","","","1","1","","1","","1","","","","","","","","1"
"arcC","","carbamate kinase",6,"","","","","","","",1,1,1,"1","","1","","","","","","","","","","1","1","","","","","","1","","1",""
"nrdH","","nrdH-redoxin",6,"","","","","","","",1,1,1,"","","","","1","","","","","1","1","","","1","","","","","1","","1","",""
"nrdE","","ribonucleoside-diphosphate reductase alpha subunit",6,"","","","","","","",1,1,1,"","","","","1","","","","","1","1","","","1","","","","","1","","1","",""
"nrdF","","ribonucleotide-diphosphate reductase subunit beta",6,"","","","","","","",1,1,1,"","","","","1","","","","","1","1","","","1","","","","","1","","1","",""
"group_13852","","hypothetical protein",5,"","","","","","","",1,1,1,"1","","1","","1","","1","","","1","","","","","","","","","","","","",""
"group_11258","","bifunctional S24 family peptidase/transcriptional regulator",5,"","","","","","","",1,1,1,"","","","","1","1","","","1","","1","","","","","","1","","","","","",""
"group_3757","","phage protein",5,"","","","","","","",1,1,1,"","","","","1","1","","","1","","1","","","","","","1","","","","","",""
"group_3907","Int-Tn_2","integrase",5,"","","","","","","",1,1,1,"","","1","","","","","","1","","1","","","","1","","","","","","","1",""
"group_7319","Int-Tn_2","phage integrase  site-specific recombinase",5,"","","","","","","",1,1,1,"","","","","1","1","","","1","","1","","","","","","1","","","","","",""
"group_13212","purA","adenylosuccinate synthetase",5,"","","","","","","",1,1,1,"","","1","","","","","","","","1","","","","1","","","","1","","","1",""
"group_15040","dcm","C-5 cytosine-specific DNA methylase",5,"","","","","","","",1,1,1,"1","","1","","1","","1","","","1","","","","","","","","","","","","",""
