"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","19084_8#99","19084_8#5","12838_1#75","11511_8#69","19084_8#9","19084_8#62","19084_8#6","19084_7#91","19084_7#148","13353_7#9","13154_2#54","12291_4#1","12291_3#35","11893_8#29","11658_2#37","17794_8#3","14520_7#86","14520_6#31","14520_6#14","14520_6#35","21242_2#128","15682_2#70","15682_2#44","15682_2#37","15682_1#92","15682_1#36"
"trcF_2","","transcription-repair coupling factor",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_13213","purA","adenylosuccinate synthetase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_1135","","degenerate transposase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_9251","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_266","IS861-truncation","degenerate transposase (Orf1)",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_4434","","exopolysaccharide biosynthesis protein acetyltransferase",1,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","",""
"group_2856","nplT_2","neopullulanase",1,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_6935","","IS66 family Orf1",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_3290","","Tn5253 hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_777","transposase_C","transposase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_2085","","competence-specific global transcription modulator",1,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_2961","hlyB","multidrug resistance protein 1",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_272","IS861-truncation_2","transposase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_3256","irtB","lantibiotic synthetase",1,"","","","","","","",1,1,1,"","","","","","","","1","","","","","","","","","","","","","","","","","",""
"group_19997","","phage transcriptional repressor",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","","","","",""
"group_455","IS1381-truncation","transposase-like protein IS1381 ISSpn7",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_13259","","ABC transporter ATP-binding protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_399","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","1","","","","","","","","","","","","","","","","","","",""
"group_9556","","Lantibiotic biosynthesis protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_6648","","surface anchored protein",1,"","","","","","","",1,1,1,"","","","1","","","","","","","","","","","","","","","","","","","","","",""
"group_1445","","transposase ISSmi4",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_10875","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_2541","nanA_3","endo-beta-N-acetylglucosaminidase",1,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_14484","","putative reductase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_11435","speE","spermidine synthase",1,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_3051","","putative holin 1",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","","","",""
"group_6681","","phage protein",1,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_8388","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_15849","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_9855","","Phage protein",1,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5134","ptsG_1","PTS system transporter subunit IIBC",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_1618","","phage protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_15375","polC_3","Exonuclease",1,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_15346","","phage protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_9244","glpQ2","glycerophosphoryl diester phosphodiesterase",1,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_3720","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","","","","",""
"group_15359","","Zn-dependent proteases",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_12405","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","","","","",""
"group_20077","","AP2 domain protein",1,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_2257","","gp24",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","","","","",""
"group_326","","transposase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_18293","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","","","","",""
"group_332","","transposase",1,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_9882","","BS_ykrK family protein",1,"","","","","","","",1,1,1,"","","","1","","","","","","","","","","","","","","","","","","","","","",""
"group_15218","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","","","","",""
"group_345","","fusion of IS1381 orf A and B",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_19828","ssb1","phage single-strand DNA binding protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","","","","",""
"group_8659","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_6934","","IS66 family Orf1",1,"","","","","","","",1,1,1,"","","","1","","","","","","","","","","","","","","","","","","","","","",""
"group_15850","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_4596","","Membrane protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_2929","","IS66-Spn1 transposase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","","","",""
"group_1609","","gp27",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","","","","",""
"group_2271","","gp24",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","","","","",""
"group_6920","","IS66 family Orf1",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","1",""
"group_14488","","Zonular occludens toxin (Zot)",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_4346","","brp/Blh family beta-carotene 1515'-monooxygenase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","1","",""
"group_10891","","plasmid rolling circle replication initiator protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_258","","transposase",1,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_2086","","competence-specific global transcription modulator",1,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_6128","","bacteriocin-associated integral membrane protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_5168","","ABC transporter substrate-binding protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_4588","","chlorohydrolase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_16891","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","","","","",""
"group_473","","degenerate transposase (Orf1)",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_19817","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","",""
"ddeI","","type II DNA modification enzyme (methyltransferase cytosine-specific)",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_20341","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_8329","xerD","phage integrase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_10683","","phage protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_2657","lepA","GTP-binding protein LepA",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_5284","hyaD_2","glycosyl transferase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_2922","","transposase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_14657","","phage protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_1037","","IS1239 transposase",1,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_2935","","transposase",1,"","","","","","","",1,1,1,"","","","1","","","","","","","","","","","","","","","","","","","","","",""
"group_2404","","Membrane protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_6492","","phage protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","","","",""
"group_3182","macB_6","puttaive FtsX-family transport protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","","","","","","","","",""
"group_14498","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_9705","purL","phosphoribosylformylglycinamidine synthase II (FGAM synthetase)",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","1"
"group_15294","nadR","bifunctional ATPase/kinase NadR",1,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_14380","nadC","nicotinate-nucleotide pyrophosphorylase",1,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","","","","","","","","","","",""
"group_8855","","membrane protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_8614","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_20223","","phage protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_692","transposase_D","transposase family protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","","","","","","",""
"group_15291","nrtR","Nudix-related transcriptional regulator NrtR",1,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_12054","purH","bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","1"
"hpaIIM_1","","methyl transferase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","","","","","","",""
"group_17803","","molecular chaperone HSP90 family",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_3611","hpaIIM","putative DNA methylase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_19648","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","","","","",""
"group_18569","","phage protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","","","",""
"group_18332","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","","","","",""
"group_3838","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","",""
"pspC","","surface protein PspC",1,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_16429","","Restriction endonuclease BpuJI - N terminal",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_2927","","transposase",1,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2164","hsdR_2","type I restriction-modification system R subunit",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","1","",""
"group_17000","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_8938","","phage protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","","","","",""
"group_2738","","phage holin LL-H family",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_1421","","transposase ISSmi4",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_8829","","prophage protein",1,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_1395","","IS66-Spn1 transposase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","","","","","","",""
"group_15502","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_8179","rafA","alpha-galactosidase AgaN",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","","","","",""
"group_1179","prtP","serine protease",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","","","",""
"group_20287","bspRIM","site-specific DNA methylase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_20286","","protein kinase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_18671","haeIIIM","site-specific DNA methylase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_27020","","IS630-Spn1 transposase Orf1",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","","","","",""
"group_11499","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_10682","","phage protein",1,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_15632","","metallo-beta-lactamase superfamily protein 1",1,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_2130","gspA_1","glycosyl transferase family protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","","","","","","","","",""
"group_27016","","IS630-Spn1 transposase Orf1",1,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_9063","","accessory secretory protein Asp1",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_380","","transposase-like protein IS1381 ISSpn7",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","",""
"phpA_2","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","","","","",""
"group_10512","","prophage protein",1,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_11785","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_12888","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","","","","",""
"group_3627","hpaIIM","ABC transporter permease",1,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_11210","","membrane protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_13649","","FIG01115181  hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_8901","","phage protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","","","","",""
"group_2748","","phage holin LL-H family",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","","","",""
"group_12885","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","","","","",""
"group_9172","","phage repressor-like protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_376","","transposase-like protein IS1381 ISSpn7",1,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_3070","","putative holin 1",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","1",""
"group_17734","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_1071","lytA_2","autolysin",1,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_10450","","Phage gp6-like head-tail connector protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_1051","","IS1239 transposase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_3666","","major facilitator superfamily permease",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","1"
"kpsT_2","","ABC transporter ATP-binding protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_19823","","acetyltransferase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_5300","glnQ_2","ABC transporter ATP-binding protein",1,"","","","","","","",1,1,1,"","","","1","","","","","","","","","","","","","","","","","","","","","",""
"group_16319","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_6955","yecS_2","ABC-type amino acid transporter membrane-spanning permease",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_12572","pbp2a","penicillin-binding protein 2A",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","","","","","","","","",""
"group_2041","npl-truncation","N-acetylneuraminate lyase subunit truncation",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_438","IS1381-truncation","transposase-like protein IS1381 ISSpn7",1,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_436","IS1381-truncation_1","transposase-like protein IS1381 ISSpn7",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","","","","","","",""
"group_5411","","transporter major facilitator family protein",1,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_247","IS861-truncation","IS3-Spn1 transposase truncation",1,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_10511","","prophage protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_10294","tpx","thiol peroxidase",1,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_8717","pphA","serine/threonine protein phosphatase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_8269","","major facilitator superfamily permease",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_11898","cppA","cppA protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","",""
"hpaIIM_2","","methyl transferase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_1699","","IS1202 transposase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_6503","","phage protein",1,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_12863","","phage tail protein",1,"","","","","","","",1,1,1,"","","","","","","","1","","","","","","","","","","","","","","","","","",""
"group_12893","","MHP",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_16851","","transcription termination factor",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_10170","ssb","single-strand binding protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","","","","",""
"group_17703","ydiC","molecular chaperone",1,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_2525","","serine/threonine protein kinase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_6478","","Leader peptidase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_9550","","Lantibiotic biosynthesis protein",1,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_9465","argH","argininosuccinate lyase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_10576","macB_4","ABC transporter ATP-binding protein",1,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_7079","","Tn5253 hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_7450","vanYb","carboxypeptidase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","","","","",""
"group_16864","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_15393","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_11362","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_9369","","integral membrane protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_10052","","lysophospholipase l1-like esterase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","",""
"nanE2_2","","N-acetylmannosamine-6-phosphate 2-epimerase 2 (ManNAc-6-P epimerase 2)",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_10847","","gp37",1,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_9852","","Phage protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_6352","","Carbohydrate-binding family V/XII",1,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_5825","phoU_3","sodium-dependent phosphate transporter",1,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_14979","sau3AIR","restriction enzyme",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_15686","","phage protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_15457","","bacteriocin",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_2641","lepA","PTS system galactose-specific transporter subunit IIB",1,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","",""
"group_3262","irtB","lantibiotic synthetase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_2814","","enzyme of poly-gamma-glutamate biosynthesis",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_11412","guaA_1","GMP synthase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_14335","ecsA_2","ABC transporter ATP-binding protein",1,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3953","","macrolide efflux ABC transporter membrane-spanning permease",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","1",""
"group_12127","","phage capsid and scaffold",1,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_11935","adhE","NAD-dependent aldehyde dehydrogenase",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_573","phpA","streptococcal histidine triad protein PhpA",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","1"
"group_4983","","hypothetical protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","","","","",""
"group_9170","","CI-like repressor phage associated",1,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_9197","licB_2","PTS system transporter subunit IIB",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_13618","ydaF_2","acetyltransferase gnat family",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_2376","","Membrane protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_3850","pfbA","cell wall surface anchor family protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","","","",""
"group_2298","","PTS system transporter subunit IIA",1,"","","","","","","",1,1,1,"","","","1","","","","","","","","","","","","","","","","","","","","","",""
"group_16786","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_12916","","prophage Lp2 protein 33",1,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_9038","lmrA_2","drug efflux ABC transporter ATP-binding/permease protein",1,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","","","","","","","","",""
