"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","19183_3#95","17794_7#118","14520_4#91","14410_6#47","19646_1#31","19183_3#22","17794_8#94","17794_8#103","17794_7#127","17428_8#144","16399_5#7","15873_5#73","15873_5#72","15873_5#35","15873_3#65","15873_2#42","15531_4#73","15531_4#68","14520_7#67","15873_3#8","14520_7#70","14520_7#57","14520_7#54","17794_8#12","17794_7#14","17794_7#136","17428_8#134","17428_8#111","16399_7#75","16399_5#46","15873_5#71","15531_5#61","19183_3#20","17794_7#109","17428_8#175","17428_8#167","17428_8#156","17428_8#137","17428_8#135","16399_7#11","16399_5#26","16399_5#15","15873_5#68","14520_4#27","14410_4#2","16399_7#70","16399_7#19","16399_5#33","17794_8#31","15531_5#46"
"group_6529","rggD_2","putative transcriptional regulator",6,"","","","","","","",1,1,1,"","","","","1","1","","","","","","","","","","","","","","","","","","1","","","","1","","","","","1","","","1","","","","","","","","","","","","","",""
"group_9827","yccU","CoA-binding protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","1","","","","","","","","1","","","","","","1","","","1","","",""
"group_11000","degA_1","transcriptional regulator",6,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","",""
"gpo","","gluthatione peroxidase",6,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cbpA","","choline binding protein A",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","1","","","","","","","1","1","1","",""
"group_4765","","esterase",6,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"hysA","","hyaluronidase",6,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ygfU","","xanthine permease",6,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","1","","","","","","1","","","","","1",""
"yjjP","","membrane spanning protein",6,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","",""
"group_624","xerC_1","integrase/recombinase phage integrase family protein",6,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_8339","","hypothetical protein",5,"","","","","","","",1,1,1,"","","","","","","1","","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_38","","IS1167 transposase",5,"","","","","","","",1,1,1,"","","","1","","","","","","","","","","","","","","1","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","",""
"group_19980","","phage transcriptional regulator Cro/CI family",5,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1424","","IS66-Spn1 transposase",5,"","","","","","","",1,1,1,"","","","","1","","","1","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_12973","","putative phage DNA binding protein",5,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5810","","hypothetical protein",5,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_7790","","phage protein",5,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3666","","major facilitator superfamily permease",5,"","","","","","","",1,1,1,"","","","1","","","","","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_7557","","GNAT family acetyltransferase",5,"","","","","","","",1,1,1,"","","","1","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1"
"group_13210","purA","adenylosuccinate synthetase",5,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2000","yhbU_2","peptidase U32 family",5,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","",""
"group_1203","toxA","choline binding protein C",5,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5954","","putative bacteriocin",5,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"group_61","IS1167-truncation","transposase",5,"","","","","","","",1,1,1,"","","","","","","1","","","","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5264","agaN","alpha-galactosidase",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","","","","1","1","1","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"group_5435","adcA","ABC zinc transporter metal-binding lipoprotein",5,"","","","","","","",1,1,1,"1","","1","","","","","","","","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1178","prtP","serine protease",5,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1"
"group_9247","glpQ2","glycerophosphoryl diester phosphodiesterase",5,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","1","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_11048","dnaC_2","DNA replication protein",5,"","","","","","","",1,1,1,"1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_16265","","hypothetical protein",5,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_10937","","phage-like protein",5,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"group_7386","malF","maltodextrin ABC transporter permease",5,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_12643","glnA","glutamate-ammonia ligase",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1","1","","","","","","","","","","","","","","","","","","",""
"group_483","","Uncharacterized conserved protein",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","1","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1"
"group_3682","ydaF_1","acetyltransferase GNAT family protein",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","1","","1","","","","","","","","","","","","1"
"group_10525","","membrane protein",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","",""
"group_6491","","phage protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"group_8861","hexA","DNA mismatch repair protein MutS",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","1","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1"
"group_74","","transposase",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","1","1","","","","","","","","","","","","","","1","","","","",""
"group_14843","lmb","adhesion lipoprotein",5,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","1","","","","1","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","",""
"group_2646","lepA","PTS system galactose-specific transporter subunit IIB",5,"","","","","","","",1,1,1,"","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","1"
"group_15582","rex","DNA-binding protein",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","",""
"group_8432","","SpeK",5,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_248","IS861-truncation","IS3-Spn1 transposase",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","","","","1",""
"group_965","xerD","IS630-Spn1 transposase Orf1",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","",""
"group_27001","","IS630-Spn1 transposase Orf1",5,"","","","","","","",1,1,1,"","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","1",""
"group_643","transposase_D","transposase family protein",5,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","","","","","","","",""
"group_4343","","caax amino protease family protein",5,"","","","","","","",1,1,1,"","","","1","","","","","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"xpt","","xanthine phosphoribosyltransferase",5,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_24817","","cell envelope integrity inner membrane protein TolA",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_22657","","restriction-modification system LlaBIII",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_22656","","hypothetical protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_22655","","ATPase",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_14306","","hypothetical protein",4,"","","","","","","Investigate",1,1,1,"","","","","","","","1","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_17250","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","1","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sacY","","transcription antiterminator LicT",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1",""
"group_13971","","hypothetical protein",4,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","",""
"group_722","","transposase",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","1"
"group_7225","","integrase/recombinase phage integrase family",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_8603","","cell envelope integrity inner membrane protein TolA",4,"","","","","","","",1,1,1,"","","","","","1","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_17201","","phage protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_18743","","phage protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"xerC_4","","integrase/recombinase phage integrase family",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_18807","","putative transcriptional regulator",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_18404","","transposase",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5293","licR_1","PTS system transporter subunit IIB",4,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_6416","rpsD","30S ribosomal protein S4",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","",""
"group_1621","","phage protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_16760","","N-ethylammeline chlorohydrolase",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_11053","dnaC_2","DNA replication protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2142","gspA_1","glycosyl transferase family protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","",""
"group_2942","","transposase",4,"","","","","","","",1,1,1,"","","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_8857","","membrane protein",4,"","","","","","","",1,1,1,"1","1","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1731","","IS1239 transposase",4,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","","",""
"group_13090","gspA_3","glycosyl transferase family protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","",""
"group_16870","","hypothetical protein",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_535","pblB","PblB",4,"","","","","","","",1,1,1,"1","1","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4587","","chlorohydrolase",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_19775","","hypothetical protein",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_7144","ygfU","xanthine permease",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_27020","","IS630-Spn1 transposase Orf1",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","","","",""
"group_6108","","major facilitator superfamily permease",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_247","IS861-truncation","IS3-Spn1 transposase truncation",4,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","1","","","","","","",""
"group_15871","","hypothetical protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4600","","Membrane protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","",""
"group_3229","","putative surface anchored protein (pseudogene)",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_19664","","gp9",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_18888","","Tn5252 Orf 9 protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_13303","Int-Tn_1","phage integrase family site specific recombinase",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_11670","","hypothetical protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_8781","cpsB","tyrosine-protein phosphatase CpsB",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","",""
"group_7501","","glutamate dehydrogenase",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_578","phpA","pneumococcal histidine triad protein D",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","1","","","","","","","","","","1","",""
"group_15457","","bacteriocin",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","","1","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_12036","","phage replication initiation protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_9593","rsgA","ribosome-associated GTPase",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_8528","punA","purine nucleoside phosphorylase",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_16836","","Phage protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_6573","","gp15",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_18394","","Phage protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_15874","","transposase",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_17570","","immunity repressor protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_15392","","DNA-binding protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_15870","","gp49 bacteriophage-like protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_822","gmuC_1","IS1380-Spn1 transposase",4,"","","","","","","",1,1,1,"","","","","","","1","","","","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3391","","transcriptional activator",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_12590","lacF_2","lactose-specific phosphotransferase EIIA",4,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","",""
"group_8793","","ATP-dependent Zn protease",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","",""
"group_5325","argG","argininosuccinate synthase",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","","1","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_13580","","hypothetical protein",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_7788","","Putative phage lipoprotein",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4064","comA","competence factor transporting ATP-binding protein/permease ComA",4,"","","","","","","",1,1,1,"1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"group_19666","","gp9",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_8253","","phosphopentomutase",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_8321","","cof family protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_11452","rpiA","ribose-5-phosphate isomerase A",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_7474","","gp18",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_9707","purL","phosphoribosylformylglycinamidine synthase II (FGAM synthetase)",4,"","","","","","","",1,1,1,"1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"group_217","IS861-truncation_2","IS3-Spn1 transposase",4,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","",""
"group_12446","ycfH","TatD family deoxyribonuclease",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4186","comB","competence factor transport protein ComB",4,"","","","","","","",1,1,1,"1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"group_6115","yheI_1","ABC transporter ATP-binding protein/permease",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cpsH","","putative rhamnosyl transferase wchQ",4,"","","","","","","",1,1,1,"1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"group_7947","dinG","ATP-dependent helicase DinG",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cpsG","","putative LicD-family phosphotransferase wchP",4,"","","","","","","",1,1,1,"1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"group_11179","","ABC transporter permeae",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1"
"group_2881","","transposase",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"group_5036","rgg","transcriptional activator Rgg/GadR/MutR family protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","1","1","","","","",""
"group_12442","","putative primase homolog",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wchA","","glucosyl-1-phosphate transferase",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"group_5260","xlyA","LysM domain protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","","1","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2971","pinR","site-specific DNA recombinase",4,"","","","","","","",1,1,1,"1","1","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_6106","","major facilitator superfamily permease",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_7443","","immunity protein BlpL",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"group_10743","dpnD","dpnD protein",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_9010","qmcA","spfh domain/band 7 family",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_6901","","membrane protein",4,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1119","","chlorohydrolase",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4734","","glyoxalase-like protein",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5026","fucI","L-fucose isomerase",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_9864","","F5/8 type C domain containing protein",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ppsA","","PEP-utilizing enzyme family protein",4,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_6734","adhB","alcohol dehydrogenase",4,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ydhF","","aldo/keto reductase family oxidoreductase",4,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_14341","salX","ABC transporter ATP-binding protein",4,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_14705","macB_4","ABC transporter permeae",4,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
