"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","10395_5#10","11791_1#57","11826_1#9","14410_6#70","14410_7#30","14410_7#77","14520_4#1","14520_4#87","14520_4#90","14520_5#21","14520_7#43","15531_4#92","15531_6#2","15531_6#95","15873_2#1","15873_2#50","15873_2#54","15873_3#33","16399_5#1","16399_5#64","16399_5#74","16399_5#78","16399_6#19","16399_6#5","16399_6#54","16399_6#57","16399_6#66","16399_7#42","17428_8#151"
"group_1125","","hypothetical protein",17,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","1","1","1","","","","","","","1","","1","1","","","1"
"group_2162","","Cro/CI family transcriptional regulator",16,"","","","","","","","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","","","","","","1","1","1","","","1","1","1","1",""
"group_3414","","hypothetical protein",16,"","","","","","","","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","","","","","","1","1","1","","","1","1","1","1",""
"group_1815","Int-Tn_1","phage integrase family site specific recombinase",15,"","","","","","","","1","1","1","1","1","","1","1","1","","","","","","1","1","1","","","","","","1","1","1","","","1","1","1","1",""
"group_5207","","hypothetical protein",15,"","","","","","","","1","1","1","1","1","","1","1","1","","","","","","1","1","1","","","","","","1","1","1","","","1","1","1","1",""
"group_5203","","excisionase",15,"","","","","","","","1","1","1","1","1","","1","1","1","","","","","","1","1","1","","","","","","1","1","1","","","1","1","1","1",""
"group_1918","","hypothetical protein",15,"","","","","","","","1","1","1","1","1","","1","1","1","","","","","","1","1","1","","","","","","1","1","1","","","1","1","1","1",""
"group_5204","ftsK_1","DNA translocase FtsK",15,"","","","","","","","1","1","1","1","1","","1","1","1","","","","","","1","1","1","","","","","","1","1","1","","","1","1","1","1",""
"group_5206","","hypothetical protein",15,"","","","","","","","1","1","1","1","1","","1","1","1","","","","","","1","1","1","","","","","","1","1","1","","","1","1","1","1",""
"group_5205","","hypothetical protein",15,"","","","","","","","1","1","1","1","1","","1","1","1","","","","","","1","1","1","","","","","","1","1","1","","","1","1","1","1",""
"group_64","","gp24",14,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","1","1","1","1","","1","1","","1","1","1","1","","","","1","1","","","","","1"
"group_677","Int-Tn_1","Integrase",14,"","","","","","","","1","1","1","","","1","","","","1","1","1","1","1","","","","1","1","1","1","1","","","","1","1","","","","","1"
"group_43","","phage protein",13,"","","","","","","","1","1","1","1","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"Int.Tn_2","","DNA-binding protein",13,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","1","1","1","","1","1","","1","1","1","1","","","","1","1","","","","","1"
"group_91","","phage putative head morphogenesis protein SPP1 gp7 family",13,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","1","","1","","","","","","1","","1","","","","","","1","1","1","","","1","1","1","1",""
"group_748","","hypothetical protein",13,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","1","","1","","","","","","1","","1","","","","","","1","1","1","","","1","1","1","1",""
"group_930","","hypothetical protein",13,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","1","","1","","","","","","1","","1","","","","","","1","1","1","","","1","1","1","1",""
"group_1042","","Phage gp6-like head-tail connector protein",13,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","1","","","","","","1","1","1","","","1","1","1","1",""
"group_2168","","conserved structural protein putative",13,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","1","","","","","","1","1","1","","","1","1","1","1",""
"group_718","","Lj965 prophage protein",13,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","1","","","","","","1","1","1","","","1","1","1","1",""
"group_227","","phage portal protein SPP1 family",13,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","1","","","","","","1","1","1","","","1","1","1","1",""
"group_1022","","prophage protein",13,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","1","","","","","","1","1","1","","","1","1","1","1",""
"yqbO","","TMP repeat family",13,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","1","","","","","","1","1","1","","","1","1","1","1",""
"group_1226","","hypothetical protein",13,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","1","","1","","","","","","1","","1","","","","","","1","1","1","","","1","1","1","1",""
"group_756","","prophage protein",13,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","1","","","","","","1","1","1","","","1","1","1","1",""
"group_596","","Putative phage lipoprotein",13,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","1","1","","1","1","1","1","","","","1","1","","","","","1"
"group_434","","gp15",13,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","1","1","","1","1","1","1","","","","1","1","","","","","1"
"dnaC_2","","DNA replication protein",13,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","1","1","","1","1","1","1","","","","1","1","","","","","1"
"group_655","","phage protein",13,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","1","1","","1","1","1","1","","","","1","1","","","","","1"
"group_1757","","phage protein",13,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","1","1","1","","1","1","","1","1","1","1","","","","1","1","","","","","1"
"group_558","","gp18",13,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","1","1","","1","1","1","1","","","","1","1","","","","","1"
"hhaIM","","type II DNA modification methyltransferase",13,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","1","","","","","","","1","1","1","","","1","1","1","1",""
"group_1082","","phage protein",13,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","1","","","","","","1","1","1","","","1","1","1","1",""
"group_935","","Phage protein",13,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","1","1","","1","1","1","1","","","","1","1","","","","","1"
"group_1445","","phage capsid and scaffold",13,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","1","","","","","","1","1","1","","","1","1","1","1",""
"group_414","","Carbohydrate-binding family V/XII",13,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","1","","1","","","","","","1","","1","","","","","","1","1","1","","","1","1","1","1",""
"group_336","","hypothetical protein",13,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","1","1","1","","1","1","","1","1","1","1","","","","1","1","","","","","1"
"group_1011","","Phage protein",13,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","1","","","","","","1","1","1","","","1","1","1","1",""
"group_2230","","hypothetical protein",13,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","1","1","","1","1","1","1","","","","1","1","","","","","1"
"group_2206","","Hypothetical protein",13,"","","","","","","","1","1","1","","","","","","","1","1","1","1","1","","","","1","1","1","1","1","","","","1","1","","","","","1"
"group_4184","","phage protein",13,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","1","1","","1","1","1","1","","","","1","1","","","","","1"
"group_3837","","putative phage-associated protein",13,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","1","1","","1","1","1","1","","","","1","1","","","","","1"
"group_5789","","hypothetical protein",13,"","","","","","","","1","1","1","","","","","","","1","1","1","1","1","","","","1","1","1","1","1","","","","1","1","","","","","1"
"group_2607","","hypothetical protein",13,"","","","","","","","1","1","1","","","","","","","1","1","1","1","1","","","","1","1","1","1","1","","","","1","1","","","","","1"
"group_2271","","putative lipoprotein",13,"","","","","","","","1","1","1","","","","","","","1","1","1","1","1","","","","1","1","1","1","1","","","","1","1","","","","","1"
"group_3603","","Cro/CI family transcriptional regulator",13,"","","","","","","","1","1","1","","","","","","","1","1","1","1","1","","","","1","1","1","1","1","","","","1","1","","","","","1"
"group_2893","","hypothetical protein",13,"","","","","","","","1","1","1","","","","","","","1","1","1","1","1","","","","1","1","1","1","1","","","","1","1","","","","","1"
"group_4397","","hypothetical protein",13,"","","","","","","","1","1","1","","","","","","","1","1","1","1","1","","","","1","1","1","1","1","","","","1","1","","","","","1"
"group_5858","ftsK_1","DNA translocase FtsK",13,"","","","","","","","1","1","1","","","","","","","1","1","1","1","1","","","","1","1","1","1","1","","","","1","1","","","","","1"
"group_3014","","DNA-binding protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_407","","phage terminase large subunit",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_776","xerD","phage integrase",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1034","","hypothetical protein",12,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_1388","","hypothetical protein",12,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1449","","hypothetical protein",12,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1446","","phage terminase small subunit",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_567","","phage protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_3012","","phage protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1387","","phage protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1083","","putative helicase",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1892","","phage protein",12,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1891","","hypothetical protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_2485","","phage protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_738","","phage protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1448","","hypothetical protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1627","","hypothetical protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_3013","","hypothetical protein",12,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_124","","phage protein",12,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_1259","","hypothetical protein",12,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_816","immR","phage transcriptional repressor",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_448","","phage protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1084","","hypothetical protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1362","","gp34",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_1386","","hypothetical protein",12,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_2798","","hypothetical protein",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_1676","","hypothetical protein",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_1593","","putative phage DNA binding protein",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_2169","","Lj965 prophage major tail protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_2713","","phage transcriptional regulator",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_2135","","hypothetical protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_3123","","phage protein",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_1592","","phage protein",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_5170","","phage protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_4161","","gp31",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_4158","","phage protein",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_5343","","gp45",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_5346","","gp32",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_1672","","major head protein",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_2229","","gp42",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_4157","","phage protein",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_4159","","gp43",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_5345","","HNH endonuclease domain protein",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_3125","","hypothetical protein",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_3500","","phage protein",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_5344","","phage terminase large subunit",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_2808","","major tail protein",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_3177","","transcriptional regulator",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_3357","","gp35",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_3501","","hypothetical protein",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_5342","","PblA",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_3124","","gp39",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_4160","","phage protein",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_890","","phage protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_2712","","replication protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_3015","","hypothetical protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_3385","","Phage protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_5174","","hypothetical protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_5173","","hypothetical protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_3386","","Phage protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_5590","","phage transcriptional regulator Cro/CI family",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_5591","","phage protein",12,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","","","","","1"
"group_3387","","phage protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_4003","","hypothetical protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_5171","","hypothetical protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_5172","","hypothetical protein",12,"","","","","","","","1","1","1","1","1","","1","","1","","","","","","1","","","","","","","","1","1","1","","","1","1","1","1",""
"group_2638","","hypothetical protein",11,"","","","","","","","1","1","1","1","","","1","","","","","","","","1","","1","","","","","","1","1","1","","","1","1","1","1",""
"group_594","","Tn5253 hypothetical protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"hpaIIM","","putative DNA methylase",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"repA","","replication initiator protein A",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"glnQ_3","","membrane protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"pfbA_2","","Tn5253 hypothetical protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_840","","FIG00627334: hypothetical protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_716","","transcriptional regulator protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_3458","","FIG00627241: hypothetical protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_412","","Tn916 ORF15 signal peptide containing protein",8,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1199","","putative conjugative transposon protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"ftsK_1","","FIG00628088: hypothetical protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_3083","","FIG086557: Conjugation related protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1749","","Antirestriction protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"iap","","lipoprotein NLP/P60 family",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_2776","","Tn916 hypothetical protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"tetM","","tetracycline resistance protein TetM",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_2064","","Mobile element protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_2214","","Tn916 hypothetical protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1303","Int-Tn_2","Mobile element protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_2544","","Tn916 hypothetical protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_2063","","FIG00630611: hypothetical protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_3332","","FIG00627694: hypothetical protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"traG","","TraG/TraD family protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_3457","","Tn5253 hypothetical protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1111","","Type IV secretion system protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_217","","CHAP domain containing protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1748","","Tn5253 hypothetical protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1291","","parvulin-like peptidyl-prolyl isomerase",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_235","","DNA primase",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1839","","Tn5253 hypothetical protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1416","","Tn5253 hypothetical protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_114","thiF","SNF2 family protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_964","","OmpA domain-containing protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_933","","Tn5253 hypothetical protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_965","","ATPases with chaperone activity ATP-binding subunit",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1032","","Tn5253 hypothetical protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_654","","relaxase",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_2813","","mobilisation protein",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_3147","","putative transcriptional regulator",8,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_12343","","IS630-Spn1 transposase Orf1",7,"","","","","","","","1","1","1","","1","1","","","","","","","","","","","","","","","","","1","","1","","1","","1","","","1"
"group_2225","","Tn5253 hypothetical protein",7,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1666","","abortive infection protein AbiGII",7,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_223","dltC","hypothetical protein",7,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","1","1","","1","","","","","","","1","","","","","1","1","","","1","","",""
"group_1113","","hypothetical protein",7,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1955","Int-Tn_2","integrase",7,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_4207","","Phage excisionase",7,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1958","","mobilisation protein",7,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_1163","dinB","SOS responce UmuC protein",7,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_2839","","hypothetical protein",7,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1",""
"group_5169","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","1","","","","","","","","","","","","","","","","1","1","1","","","","","","",""
"group_3100","","hypothetical protein",4,"","","","","","","","1","1","1","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","","","",""
"group_5826","","hypothetical protein",4,"","","","","","","","1","1","1","","","","","","","1","","1","","1","","","","","","1","","","","","","","","","","","",""
"yhdJ_2","","phage protein",2,"","","","","","","","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_1407","","holliday junction resolvase",2,"","","","","","","","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_374","","phage protein",2,"","","","","","","","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_1101","ssb","single-strand binding protein family",2,"","","","","","","","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
