"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","11791_1#59","12290_2#32","12290_2#48","12290_2#68","12290_3#38","12378_2#68","14520_4#16","14520_4#3","14520_4#67","14520_4#73","14520_4#78","14520_4#86","14520_5#15","14520_5#34","14520_5#38","14520_5#4","14520_5#48","14520_5#86","14520_5#9","14520_7#19","14520_7#24","14520_7#31","14520_7#39","14520_7#49","14520_7#63","14520_7#69","14723_2#48","14936_5#46","14936_5#57","14936_5#60","15378_2#44","15378_2#92","15378_3#33","15378_3#44","15378_3#56","15378_3#76","15378_3#89","15531_2#22","15531_2#41","15531_3#93","15531_4#79","15873_2#14","15873_2#19","15873_2#21","15873_2#22","15873_2#26","15873_2#30","15873_2#31","15873_2#33","15873_2#44","15873_2#46","15873_3#27","15873_3#28","15873_3#42","15873_3#46","15873_5#22","16399_5#52","16399_6#38","16399_7#46","16399_7#48","16453_2#34","17428_8#117","17428_8#119","17428_8#124","17428_8#130","17428_8#138","17428_8#152","17428_8#159","17428_8#161","17428_8#170","17428_8#173","17428_8#190","17794_7#102","17794_7#131","17794_7#138","17794_7#18","17794_7#39","17794_7#42","17794_7#91","17794_7#94","17794_8#81","17794_8#84","17870_7#103","17870_7#112","17870_7#134","17870_7#138","17870_7#176","18456_1#28","19183_3#101","19183_3#16","19183_3#5","19183_3#9","19341_2#124","9789_2#19","9789_2#35","9789_3#52","9789_4#29","9789_4#45","9789_4#68"
"group_5212","","phage protein",93,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1"
"group_5213","","phage-associated protein",93,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1"
"group_4474","","hypothetical protein",93,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1"
"clpC_1","","Group II intron maturase",92,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","","1","1","1","1","1","","1","","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_846","","chlorohydrolase",92,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1836","","hypothetical protein",92,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2402","","hypothetical protein",91,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1"
"group_2828","ydaF_2","acetyltransferase",91,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"yheI_2","","ABC transporter ATP-binding protein/permease",90,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","","1","1","","1","1","1","","","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1415","","putative metal-dependent membrane protease",90,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"group_6","","Predicted integral membrane protein",90,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","",""
"group_2208","","hypothetical protein",90,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"group_221","Int-Tn_2","integrase",89,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1"
"pblB","","PblB",88,"","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","","1","1","1","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"luxS","","S-ribosylhomocysteinase",87,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","","","","1","","1","1","1","","","","1","1","1","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_916","","membrane protein",87,"","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1"
"ltrA","","reverse transcriptase/maturase group FT II introns",85,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","","","","1","1","1","1","1","","1","1","","1","","","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2359","","hypothetical protein",80,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","","","1","1","1","1","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","","","1","","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1"
"group_815","","Phage protein",79,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","","1","","1","","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","","","1","1","","","1","1","","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2137","","membrane associated protein",78,"","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","","1","","1","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","1","1","1","","","1","1","1","","1","1","1","1","1","1","1","","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1"
"hhaIM","","type II DNA modification methyltransferase",78,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","","1","1","","1","1","","1","1","","1","","1"
"group_326","","phage antirepressor protein",78,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_723","","membrane protein",74,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","1","","","1","","1","1","1","1","1","1","","1","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","1","1","1","1","","","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","1","1"
"group_195","","membrane associated protein",73,"","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","","1","1","","1","1","1","","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","","","","","","","","1","","1","1","1","1","","1","1","1","","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","1"
"bag","","surface protein PspC",71,"","","","","","","","1","1","1","1","1","1","","","","1","1","1","1","1","1","","","1","","1","","1","","1","1","1","1","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","","","1","1","","","1","","1","1","","","1","","","","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","","1"
"group_1841","","phage replication protein",71,"","","","","","","","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","","1","","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","","1","","","","1"
"group_943","","78-dihydro-8-oxoguanine-triphosphatase",70,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","","","","","",""
"group_949","","Membrane protein",70,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","","","","","",""
"group_713","","ABC transporter periplasmic",70,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","","","","","",""
"lsrC","","ABC transporter permease",70,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","","","","","",""
"cmpC","","ABC transporter ATPase",70,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","","","","","",""
"group_123","ssb","phage protein",70,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","1","","","","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","1","1","","1","1","","","","","1","",""
"group_380","","hypothetical protein",70,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_944","","YcfA-like protein",69,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","","","","","",""
"group_677","Int-Tn_1","Integrase",69,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","","","","","",""
"group_1860","ftsK_1","Cell division FtsK/SpoIIIE",69,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","","","","","",""
"group_2162","","Cro/CI family transcriptional regulator",69,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","","","","","",""
"group_3414","","hypothetical protein",69,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","","","","","",""
"group_4409","","Hypothetical protein",69,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","","","","","",""
"group_3261","","hypothetical protein",69,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","","","","","",""
"group_6119","","putative lipoprotein",69,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","","","","","",""
"group_4471","","hypothetical protein",69,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","","","","","",""
"group_1581","","hypothetical protein",68,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"ssb","","phage protein",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_1752","","phage Holliday junction resolvase",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_993","ssb","single-strand binding protein",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_36","","putative antireceptor",68,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_1578","","phage Gp15 protein",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_2360","","minor capsid protein",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_4095","","minor capsid protein",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_474","","phage minor tail protein",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_1577","","phage tail protein",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_1665","","major tail shaft protein",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_1495","","phage protein",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_1251","","minor capsid protein",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_2069","","phage scaffolding protein",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_2216","","phage protein",68,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_2130","","minor capsid protein",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_1421","","phage terminase large subunit",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_1750","","hypothetical protein",68,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_1792","","Chromosome partitioning protein parB",68,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
