"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","12290_3#66","12291_3#85","12837_2#16","12837_5#4","13154_2#71","13415_4#34","13415_5#75","14410_7#81","14520_5#87","14566_4#68","14566_5#10","14673_2#32","14913_4#26","14913_4#28","14913_5#22","14913_5#61","14913_7#25","14936_4#38","14936_4#54","15277_3#71","15378_3#11","15378_4#20","15531_3#12","15531_5#4","15531_6#4","15531_6#56","15608_2#83","15841_1#75","15841_2#70","15841_3#67","15841_4#47","15995_2#83","16399_6#49","16399_7#9","17059_7#83","17059_8#27","17138_4#15","17138_4#59","17138_4#91","17150_5#92","17175_4#32","17175_4#87","17175_6#25","17175_6#54","17175_7#84","17175_7#85","17175_8#59","17175_8#73","17428_8#115","17870_7#106","17870_7#45","17870_7#92","17870_8#110","17870_8#129","18090_5#40","18456_1#26","19084_7#104","19084_8#10","20925_3#5","21127_2#23","21242_2#151","21999_7#105","21999_8#103","21999_8#125","21999_8#23","21999_8#31","21999_8#4","21999_8#88","9789_2#72","9789_2#80","9789_5#5"
"group_1407","","holliday junction resolvase",6,"","","","","","","","1","1","1","","1","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_312","hyaD_2","glycosyl transferase",6,"","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","1","",""
"group_374","","phage protein",6,"","","","","","","","1","1","1","","1","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_1101","ssb","single-strand binding protein family",6,"","","","","","","","1","1","1","","1","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_903","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_830","","putative transposase",6,"","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","1","","1"
"group_3431","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_1485","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"hin","","site-specific recombinase/resolvase",6,"","","","","","","","1","1","1","","1","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"thiJ.2","","ThiJ/pfpI family protein",6,"","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","1","","1"
"group_656","gspA_2","glycosyltransferase",6,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","1"
"wcjE","","putative acetyl transferase",6,"","","","","","","","1","1","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","","","","","","","","",""
"group_1493","hyaD_2","glycosyl transferase",6,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","1"
"group_2856","","hypothetical protein",6,"","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","1","","1"
"vrlS","","DEAD-DEAH box helicase domain-containing protein",6,"","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","1","","1"
"group_3077","","hypothetical protein",6,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","",""
"group_2836","","hypothetical protein",6,"","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","1","","1"
"group_1514","wefK","repeating unit O-acetyltransferase WefK",6,"","","","","","","","1","1","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","","","","","","","","",""
"group_4128","","NgoPII restriction endonuclease",6,"","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","1","","1"
"group_4129","","hypothetical protein",6,"","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","1","","1"
"group_5310","bspRIM","site-specific DNA methylase",6,"","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","1","","1"
"hyaD_3","","putative glycosyltransferase",6,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","1"
"gspA_5","","glycosyl transferase family protein",6,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","1"
"group_2895","hyaD_3","glycosyl transferase family protein",6,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","1"
"gspA_8","","glycosyl transferase family 8",6,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","1"
"gspA_4","","family 8 glycosyl transferase",6,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","1"
"group_4213","","glycosyl transferase family protein",6,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","1"
"group_5431","","glycosyl transferase",6,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","1"
"gspA_6","","glycosyl transferase family 8",6,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","1"
"group_485","","sortase-like acyltransferase",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","",""
"group_141","","hypothetical protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","1",""
"fbpC","","ABC transporter ATP-binding protein",5,"","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","1",""
"group_38","","Tn5253 CAAX amino terminal protease family",5,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_499","","Tn5253 hypothetical protein",5,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"spxA_4","","arsenate reductase-like glutaredoxin family protein",5,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_132","","Tn5253 hypothetical protein",5,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Int.Tn_2","","DNA-binding protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","1","",""
"group_91","","phage putative head morphogenesis protein SPP1 gp7 family",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_748","","hypothetical protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_930","","hypothetical protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_1042","","Phage gp6-like head-tail connector protein",5,"","","","","","","","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_2168","","conserved structural protein putative",5,"","","","","","","","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_718","","Lj965 prophage protein",5,"","","","","","","","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_227","","phage portal protein SPP1 family",5,"","","","","","","","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_1022","","prophage protein",5,"","","","","","","","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"yqbO","","TMP repeat family",5,"","","","","","","","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_1226","","hypothetical protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_756","","prophage protein",5,"","","","","","","","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_596","","Putative phage lipoprotein",5,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","1","",""
"hpaIIM","","putative DNA methylase",5,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_434","","gp15",5,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","1","",""
"dnaC_2","","DNA replication protein",5,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","1","",""
"group_558","","gp18",5,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","1","",""
"group_459","","major tail protein",5,"","","","","","","","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"bag","","surface protein PspC",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","","","","",""
"group_1496","","phage scaffold protein",5,"","","","","","","","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_1582","","MHP",5,"","","","","","","","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_36","","putative antireceptor",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_1107","","hypothetical protein",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","1"
"group_2559","","Permease",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","1"
"group_1504","lysA_1","Pyridoxal dependent decarboxylase",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","1"
"epiD","","flavoprotein",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","1"
"group_4097","","transcription termination factor",5,"","","","","","","","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_2342","","hypothetical protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_812","","membrane protein",5,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","",""
"group_14","","hypothetical protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","",""
"group_3172","","hypothetical protein",5,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","",""
"group_1858","","putative lipoprotein",5,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","",""
"group_6322","licB_1","lichenan-specific phosphotransferase enzyme iib component (pts system lichenan-specific eiib component) (eiib-lic)",5,"","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","1"
"group_4590","int","integrase",5,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","",""
"group_6697","bltD_1","acetyltransferase GNAT family protein",5,"","","","","","","","1","1","1","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_6698","pppA","type II secretory pathway prepilin signal peptidase",5,"","","","","","","","1","1","1","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_846","","chlorohydrolase",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","1"
"group_594","","Tn5253 hypothetical protein",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_1209","ycjP_1","transmembrane permease MsmG",4,"","","","","","","","1","1","1","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"yesO_3","","ABC transporter substrate-binding protein",4,"","","","","","","","1","1","1","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_1412","ugpA_2","ABC transporter permease",4,"","","","","","","","1","1","1","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"scrR","","sucrose operon repressor (scr operon regulatory protein)",4,"","","","","","","","1","1","1","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"repA","","replication initiator protein A",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_655","","phage protein",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","",""
"group_1757","","phage protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","",""
"glnQ_3","","membrane protein",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_407","","phage terminase large subunit",4,"","","","","","","","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_2359","","hypothetical protein",4,"","","","","","","","1","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1"
"pfbA_2","","Tn5253 hypothetical protein",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_708","","hypothetical protein",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","1",""
"group_1660","","hypothetical protein",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","1",""
"group_1288","","helix-turn-helix domain-containing protein",4,"","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1"
"group_935","","Phage protein",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","",""
"traG","","TraG/TraD family protein",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_3457","","Tn5253 hypothetical protein",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_1111","","Type IV secretion system protein",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_217","","CHAP domain containing protein",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_1748","","Tn5253 hypothetical protein",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_669","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_1291","","parvulin-like peptidyl-prolyl isomerase",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_235","","DNA primase",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_1753","","hypothetical protein",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","1",""
"group_693","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_1839","","Tn5253 hypothetical protein",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_1416","","Tn5253 hypothetical protein",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_1581","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_114","thiF","SNF2 family protein",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_964","","OmpA domain-containing protein",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_933","","Tn5253 hypothetical protein",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"ssb","","phage protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_1752","","phage Holliday junction resolvase",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_993","ssb","single-strand binding protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_1578","","phage Gp15 protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_2360","","minor capsid protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_4095","","minor capsid protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_474","","phage minor tail protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_1577","","phage tail protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
